"Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Megabiome"
4078,"Gotnavolok",62.2,33.8,88,"Europe",4
4081,"Gun-Nur",50.2618,106.6188,600,"Asia",6
4082,"Håkulls Mosse",56.28834,12.51948,125,"Europe",3
4083,"Halos I",39.16058,22.83784,0,"Europe",2
4084,"Hälsegyl",56.5436,14.6097,142,"Europe",3
4085,"Halsjön II",56.23333,15.31667,30,"Europe",3
4086,"Hawks Tor",50.54122,-4.61178,229,"Europe",3
4087,"Hawks Tor",50.54122,-4.61178,229,"Europe",3
4092,"Hirvilampi",60.62404,24.25122,114,"Europe",3
4095,"Hockham Mere",52.5,0.833333,33,"Europe",3
4097,"Hoton-Nur",48.67256,88.28455,2083,"Asia",8
4102,"Hubsugul",50.6286,100.2267,1645,"Asia",6
4103,"Huleh",33.10556,35.52833,466,"Europe",6
4107,"Imatu Mire",59.10972,27.50783,45,"Europe",3
4114,"Ioannina I",39.7625,20.73056,470,"Europe",3
4115,"Isokärret",60.2149,22.79906,16,"Europe",3
4116,"Ivanovskoye Peat Bog",56.81667,38.76667,141,"Europe",3
4117,"Ivanovskoye Peat Bog",56.81667,38.76667,141,"Europe",3
4118,"Liptovský Ján",49.04167,19.67778,660,"Europe",3
4120,"Jasiel",49.3705,21.8875,680,"Europe",3
4127,"Borkovická blata",49.23475,14.62598,415,"Europe",3
4133,"Kaarkotinlampi",61.41513,25.86881,104,"Europe",4
4134,"Kaartlamminsuo",60.73814,24.21983,115,"Europe",3
4135,"Kalven",56.53516,14.55571,163,"Europe",3
4136,"Kangerjoki",66.12667,28.99524,288,"Europe",4
4137,"Kararmik Batakligi",38.425,30.8,1000,"Europe",3
4138,"Karasieozerskoe",56.76667,60.75,230,"Asia",4
4139,"Lake Karujarv",58.38333,22.2,32,"Europe",3
4142,"Lake Orestiás",40.55194,21.32222,630,"Europe",3
4143,"Kaz Gölü",40.28333,36.15,540,"Europe",3
4145,"Kepskoe",65.08333,32.16667,124,"Europe",4
4147,"Khimaditis Ib",40.6279,21.59921,560,"Europe",3
4148,"Khimaditis III",40.6125,21.58611,560,"Europe",3
4150,"King's Pool",52.8079,-2.109,70,"Europe",3
4151,"Kirkkosaari",60.85774,24.49056,83,"Europe",3
4154,"Kluki",54.70694,17.28472,1,"Europe",3
4156,"Lake Kolmilaträsk",60.29171,20.14137,12,"Europe",3
4161,"Köycegiz Gölü",36.875,28.64167,20,"Europe",3
4162,"Krageholmssjön",55.50078,13.74492,43,"Europe",3
4163,"Krugloye",66.37107,37.58162,140,"Europe",4
4164,"Kroksjön",56.27346,15.00843,46,"Europe",3
4168,"Kuivajarvi",60.78455,23.85616,97,"Europe",3
4169,"Kunyok",67.83333,33.66667,220,"Europe",4
4170,"Kupena",41.98333,24.33333,1356,"Europe",3
4171,"Kupena",41.98333,24.33333,1356,"Europe",3
4173,"Lackan Bog",54.26583,-6.10082,75,"Europe",3
4174,"Lackan Bog",54.26583,-6.10082,75,"Europe",3
4181,"Lalaxkärret",60.14759,21.86014,20,"Europe",3
4183,"Landshaftnoe",64.56667,30.53333,207,"Europe",4
4184,"Laguna de la Roya",42.13552,-6.79364,1608,"Europe",3
4186,"Col des Lauzes",44.76722,6.536944,1834,"Europe",4
4187,"Lavau",47.34194,-1.93417,1,"Europe",3
4188,"La Vie",48.54833,-0.25833,238,"Europe",3
4189,"Lade Bank",53.06966,0.08387,2,"Europe",3
4192,"Lake Lednica",52.54901,17.38084,109,"Europe",3
4197,"Le Grand Lemps",45.47333,5.416667,680,"Europe",3
4198,"Le Grand Lemps",45.47333,5.416667,680,"Europe",3
4199,"Le Grand Lemps",45.47333,5.416667,680,"Europe",3
4200,"Lilla Gloppsjön",59.80167,14.62333,198,"Europe",4
4201,"Lignin Lake",44.1,6.71,2273,"Europe",3
4203,"Liivjarve Bog",59.30546,27.57509,46,"Europe",3
4205,"Lillsjön",57.08333,12.53333,80,"Europe",3
4207,"Ljungsjön",57.73429,13.33269,300,"Europe",3
4209,"Loch Lomond Ross Dubh",56.14813,-4.6259,8,"Europe",3
4211,"Lac Long Inférieur",44.06,7.46,2114,"Europe",6
4213,"Lobsigensee",47.03,7.3,514,"Europe",3
4215,"Locmariaquer",47.55444,-2.93222,2,"Europe",3
4216,"Logné",47.32833,-1.50111,4,"Europe",3
4223,"Luganskoe",43.72186,40.70077,2428,"Europe",4
4225,"Lutinière",46.44444,-0.86222,4,"Europe",3
4228,"Breidfeld",50.12278,6.063056,440,"Europe",3
4239,"Maanselänsuo",65.61709,29.61124,248,"Europe",4
4241,"Lake Maardu",59.44,25,32,"Europe",3
4245,"Maksimkin Yar",58.69524,86.78552,150,"Asia",3
4247,"Maleshevska Mountains Peat Bog",41.7,23.03333,1720,"Europe",3
4249,"Hobbs Lot March",52.58592,0.07036,1,"Europe",3
4251,"Loch Maree",57.68456,-5.454,60,"Europe",3
4256,"Lago di Martignano",42.11301,12.31706,204,"Europe",3
4257,"Masehjavri",69.04527,20.97475,685,"Europe",8
4258,"Vitosha Mountains Peat Bog",42.54718,23.2917,2160,"Europe",3
4259,"Mayralampi",62.34206,26.23393,118,"Europe",4
4269,"Mokré louky (South)",49.00223,14.77806,428,"Europe",3
4272,"Moerzeke",51.04833,4.176389,1,"Europe",3
4275,"Lago Grande di Monticchio",40.93124,15.60519,656,"Europe",3
4279,"Morrone Birkwoods",56.9975,-3.4325,425,"Europe",3
4283,"Mossen",60.12146,21.58979,17,"Europe",3
4285,"Lac Mouton",44.06,7.44,2175,"Europe",6
4286,"Mukkavaara",68.91667,21,535,"Europe",8
4287,"Lake Mullsjön",58.31761,14.21136,133,"Europe",3
4288,"Mustusuo",61.80556,33.5,101,"Europe",4
4293,"Slieve Naslat",54.27048,-5.95509,250,"Europe",3
4294,"Navarrés",39.1,-0.68333,225,"Europe",3
4296,"Navarrés",39.1,-0.68333,225,"Europe",3
4299,"Nemino",62.75,34.58333,45,"Europe",4
4301,"Lake Nero",57.18333,39.45139,93,"Europe",3
4304,"Lake Nero",57.18333,39.45139,93,"Europe",3
4306,"Niechorze",54,15.05,5,"Europe",3
4308,"Nigula",58.00009,24.68735,55,"Europe",3
4309,"Madtjärn",58.5959,12.17463,135,"Europe",3
4311,"Lac Noir",45.45194,2.622778,842,"Europe",3
4314,"Novoselky",53.26346,25.99919,168,"Europe",3
4316,"Nulsaveito",67.53333,70.16667,57,"Asia",4
4317,"Lake Nuochaga",61.30058,129.5558,260,"Asia",4
4319,"Olbramovice",48.98832,16.3928,205,"Europe",3
4320,"Oltush Lake",51.69667,23.95667,158,"Europe",3
4323,"Ospitale",44.15556,10.78,1225,"Europe",3
4326,"Ova Gölü",36.26667,29.3,20,"Europe",3
4330,"Lago Padule",44.3,10.22,1187,"Europe",3
4332,"Påidre",58.27592,25.50484,506,"Europe",3
4338,"Pamerkiai Outcrop",54.3125,24.73111,114,"Europe",3
4340,"Pelléautier",44.52222,6.183333,875,"Europe",4
4347,"Petropavlovka",58.38142,82.9271,100,"Asia",3
4348,"Peyrelevade",45.7075,2.046667,780,"Europe",3
4351,"Pickletillem",56.41204,-2.90744,21,"Europe",3
4352,"Place du Commerce",47.21389,-1.55611,7,"Europe",3
4355,"Popovo Ezero",41.70757,23.50822,2185,"Europe",3
4358,"Lake Beloslav",43.19015,27.67579,0,"Europe",3
4359,"Moulin de Prugnolas",45.84972,1.645833,720,"Europe",3
4360,"Ptichje",66.35,30.56667,120,"Europe",4
4362,"Punso",57.68477,27.25948,183,"Europe",3
4363,"Vasikkasuo",64.67355,27.8601,270,"Europe",4
4364,"Puścizna Rękowiańska",49.47269,19.81135,656,"Europe",3
4367,"Quintanar de la Sierra",42.03333,-3.01667,1470,"Europe",3
4369,"Raigastvere Lake",58.59222,26.64967,52,"Europe",3
4372,"Råttuvarri",69.35,20.31667,100,"Europe",4
4373,"Saint Julien de Ratz",45.34833,5.655278,673,"Europe",3
4374,"Saint Julien de Ratz",45.34833,5.655278,673,"Europe",3
4375,"Grand Ratz le Pellet",45.425,5.608333,682,"Europe",3
4376,"Redmere",52.43972,0.438056,0,"Europe",3
4377,"Regetovka",49.42377,21.27779,515,"Europe",3
4378,"Řežabinec",49.25165,14.08929,369,"Europe",3
4380,"Ribnoe",43.63846,41.14052,2156,"Europe",8
4382,"Rotsee",47.07556,8.325556,419,"Europe",3
4383,"Rotsee",47.07556,8.325556,419,"Europe",3
4385,"Little Loch Roag",58.13333,-6.88333,27,"Europe",3
4387,"Rosle Nowe",52.12343,18.90654,110,"Europe",3
4388,"Roztoki",49.74255,21.54422,230,"Europe",3
4389,"Roztoki",49.74255,21.54422,230,"Europe",3
4391,"Rugozero",64.08333,32.63333,140,"Europe",4
4392,"Rukatunturi",66.16667,29.15,462,"Europe",4
4393,"Ryönänsuo",60.43837,24.17711,70,"Europe",3
4396,"Plesheevo Lake",56.76882,38.77603,148,"Europe",3
4397,"Lake Skrzetuszewskie",52.54984,17.35631,109,"Europe",3
4398,"Lake Skrzetuszewskie",52.54984,17.35631,109,"Europe",3
4402,"Saldropo",43.05,-2.71667,625,"Europe",3
4403,"Lake Sämbosjön",57.16313,12.41426,35,"Europe",3
4404,"San Rafael",36.77361,-2.60139,0,"Europe",6
4405,"Särkikangas",65.91702,29.18661,265,"Europe",4
4409,"Serni",43.66667,40.48056,2485,"Europe",8
4410,"Sérent",47.80944,-2.46806,75,"Europe",3
4411,"Sérent",47.80944,-2.46806,75,"Europe",3
4415,"Shombashuo",65.09296,32.96292,100,"Europe",4
4417,"Sibista",43.23333,41.43056,2160,"Europe",3
4418,"Lac de Siguret",44.61361,6.556944,1066,"Europe",3
4420,"Siikasuo",61.3,22.06667,35,"Europe",4
4421,"Loch Sionascaig",58.0725,-5.194,74,"Europe",3
4423,"Saint Sixte",45.42583,5.628611,720,"Europe",3
4424,"Saint Sixte",45.42583,5.628611,720,"Europe",3
4427,"Lac Saint Léger",44.42,6.336389,1308,"Europe",3
4428,"Hozelec",49.04641,20.332,685,"Europe",4
4431,"Skvarran",57.1894,16.15266,86,"Europe",3
4435,"Slopiec",50.78295,20.77591,248,"Europe",3
4436,"Sluggan Moss",54.77694,-6.25833,52,"Europe",3
4437,"Moselotte",48.03194,7,1290,"Europe",3
4441,"Le Marais de la Perge (South)",45.3825,-1.115,2,"Europe",3
4442,"Sögüt Gölü",36.9975,29.89833,1400,"Europe",3
4443,"Solnechnoe",65.83333,34.33333,10,"Europe",4
4445,"Lake Solsø",56.12846,8.61341,41,"Europe",3
4449,"Spjällsjön",56.68361,14.59256,146,"Europe",3
4450,"Menez-Cam",48.25,-3.5,133,"Europe",3
4461,"Saint-Thomas",47.26861,-1.75,56,"Europe",3
4462,"Stupino",52.25,39.83333,95,"Europe",3
4463,"Saint Viaud Cantin",47.265,-2.01667,2,"Europe",3
4466,"Sudoble Lake",54.03333,28.1,165,"Europe",3
4467,"Suho ezero II",42.06517,23.56001,1900,"Europe",3
4468,"Suovalampi",69.603,28.83694,104,"Europe",4
4469,"Svatobořice-Mistřín",48.94393,17.06935,174,"Europe",3
4470,"Svencele Bog",55.49528,21.29222,7,"Europe",8
4472,"Syrjälänsuo",61.21667,28.11667,83,"Europe",3
4473,"Szymbark",49.63333,21.1,465,"Europe",3
4476,"Tarnawa Wyżna",49.11144,22.82728,670,"Europe",3
4479,"Tarnowiec",49.73807,21.56259,220,"Europe",3
4481,"Teguldet",57.33333,88.16667,150,"Asia",3
4482,"Tenaghi Philippon",40.96361,24.26277,10,"Europe",3
4483,"Delta del Rio Besos",41.40528,2.248333,0,"Europe",3
4484,"Thorpe Bulmer",54.71194,-1.2988,100,"Europe",3
4485,"Tschokljovo Marsh",42.36667,22.83333,870,"Europe",3
4489,"Åkerhultagöl [Tomtabaken]",57.48333,14.46667,303,"Europe",3
4490,"Tondi",59.43194,24.89246,40,"Europe",3
4492,"Puerto de Los Tornos",43.15,-3.43333,920,"Europe",3
4493,"Tourves",43.41312,5.91072,300,"Europe",3
4494,"Trollvatnet",69.87599,23.4592,188,"Europe",4
4497,"Mire Johvika",58.5,22.33333,32,"Europe",3
4498,"Tullerinsuo",61.3398,21.95107,29,"Europe",4
4501,"Grosses Überlinger Schattseit-Moor",47.17222,13.9,1750,"Europe",4
4502,"Uitbergen",51.01778,3.944722,4,"Europe",3
4504,"Lake Urmia",37.58333,45.46667,1265,"Asia",6
4505,"Ust'Mashevskoe",56.31667,57.88333,220,"Asia",3
4507,"Vallon de Provence",44.39111,6.404167,2075,"Europe",3
4510,"Vasikkasuo",64.67355,27.8601,270,"Europe",4
4517,"Vernéřovice",50.60464,16.21324,450,"Europe",3
4518,"Vingölen",57.13371,15.93773,104,"Europe",3
4523,"Vôhma Mire",58.5205,25.42171,46,"Europe",3
4524,"Vallée de la Voise",48.41667,1.75,150,"Europe",3
4527,"Vracov",48.97805,17.20026,192,"Europe",3
4529,"Welney Washes",52.51667,0.25,2,"Europe",3
4531,"Mire Pelisoo",58.46667,22.38333,33,"Europe",3
4532,"Wiggenhall St. Germans",52.69278,0.339444,1,"Europe",3
4533,"Willingham Mere",52.34115,0.05522,2,"Europe",3
4539,"Ylimysneva",62.13333,22.86667,172,"Europe",4
4541,"Zalozhtsy",49.75,25.45,320,"Europe",3
4542,"Zapovednoe",65.11667,32.63333,110,"Europe",4
4543,"Zaruckoe",63.9,36.25,20,"Europe",4
4545,"Zbudovská blata",49.07398,14.34743,380,"Europe",3
4548,"Lake Zeribar",35.53333,46.11667,1288,"Asia",3
4549,"Zirbenwaldmoor",46.85833,11.025,2150,"Europe",4
4551,"Zsombó Swamp",46.36139,19.99417,92,"Europe",3
4554,"Jasło",49.78333,21.46667,250,"Europe",3
4555,"Plateau de Prarion",45.88472,6.749444,1857,"Europe",4
4558,"Dead Frog Pond",42.57444,-72.5086,80,"Eastern North America",3
10981,"Little Dyke Lake",45.3855,-63.5598,10,"Eastern North America",3
12023,"Ría Lagartos",21.5661,-88.0865,3,"Eastern North America",1
13029,"Sharkey Lake",44.5924,-93.4132,305,"Eastern North America",3
13032,"Kimble Pond",44.21895,-93.8402,311,"Eastern North America",3
13047,"Irwin Smith Bog",45.0265,-83.61,223,"Eastern North America",3
13051,"West Olaf Lake",46.5986,-96.1868,393,"Eastern North America",6
13053,"Hoya San Nicolás",20.3882,-101.256,1702,"Eastern North America",1
13055,"Hoya Rincon de Parangueo",20.43105,-101.249,1684,"Eastern North America",1
13060,"Adeline Lake",46.30235,-91.166,418,"Eastern North America",3
13069,"Elevenses Lake",46.3815,-91.4935,355,"Eastern North America",3
13071,"Eska Lake",45.19145,-90.608,443,"Eastern North America",3
13073,"Fallison Lake",45.9915,-89.6208,501,"Eastern North America",3
13097,"Glimmerglass Lake",46.21517,-89.3208,522,"Eastern North America",3
14104,"Brewster Creek",41.98044,-88.2444,229,"Eastern North America",3
14110,"Kelly's Lough",52.95853,-6.42574,585,"Europe",3
14125,"Mongan Bog",53.32469,-7.98346,40,"Europe",3
14134,"Iwaya site",35.51763,135.8867,20,"Asia",3
14177,"Clara Bog",53.32062,-7.63069,59,"Europe",3
14264,"Laguna Granja",-13.2629,-63.7099,138,"South America",1
14266,"Laguna Orícore",-13.3448,-63.5242,139,"South America",1
14270,"Bass Lake",45.19932,-94.8787,361,"Eastern North America",3
14274,"Brackloon Lough",53.76021,-9.56165,100,"Europe",3
14276,"Ballyduff",53.08225,-7.99204,60,"Europe",3
14278,"Camillan Wood",52.01836,-9.53218,24,"Europe",3
14289,"Lough Camclaun",52.19509,-10.1656,233,"Europe",3
14291,"Reenadinna Wood",52.00749,-9.53339,20,"Europe",3
14370,"Linsley Pond",41.31712,-72.7843,9,"Eastern North America",3
14410,"Tower Lake",46.54264,-86.0378,261,"Eastern North America",3
14446,"Hell Hole Lake",45.78657,-92.219,298,"Eastern North America",3
14491,"Browns Island",38.04217,-121.868,0,"Western North America",6
14494,"Roe Island",38.0723,-122.033,0,"Western North America",6
14498,"Dog Lake",50.78055,-115.93,1183,"Western North America",4
14510,"Derrycunihy Wood",51.96283,-9.58186,112,"Europe",3
14512,"Cornaher Lough",53.36567,-7.41256,65,"Europe",3
14521,"Lough Aisling",53.91891,-9.58825,15,"Europe",3
14523,"Lough Anaffrin",53.95335,-9.72314,184,"Europe",3
14525,"Lough Clevala",54.04048,-9.43477,73,"Europe",3
14527,"Lough Corslieve",54.05008,-9.639,320,"Europe",3
14529,"Black Lough",53.17034,-7.82615,53,"Europe",3
14535,"Lily Lake",44.19291,-93.6398,311,"Eastern North America",3
14537,"Kelly-Dudley Lake",44.35444,-93.3659,320,"Eastern North America",3
14539,"Martha Lake",45.14181,-93.7392,296,"Eastern North America",3
14549,"Lowder Creek Bog",37.67214,-112.792,3127,"Western North America",3
14554,"Brackloon Wood",53.75884,-9.55729,100,"Europe",3
14556,"Sheheree Bog",52.04027,-9.48088,61,"Europe",3
14558,"Kilcurley Wood",53.39081,-7.66157,64,"Europe",3
14560,"Pedrido",43.45155,-7.0625,770,"Europe",3
14562,"Slish Lake",54.2439,-8.37187,48,"Europe",3
14564,"Uragh Wood",51.80281,-9.68578,95,"Europe",3
14612,"Hurleg Lake",37.27446,96.90074,2817,"Asia",6
14614,"Bates Marsh",42.34272,-81.8447,175,"Eastern North America",3
14619,"Zoige Basin",33.45,102.6333,3467,"Asia",6
14624,"Big Reed Pond Hollow",46.35065,-69.0517,370,"Eastern North America",3
14626,"Minnreg",44.69339,-93.3212,297,"Eastern North America",3
14631,"Amber Lake",43.60715,-94.4736,351,"Eastern North America",6
14633,"Camp Lake",45.16204,-94.0929,315,"Eastern North America",3
14635,"Crystal Lake",44.33349,-93.2121,351,"Eastern North America",3
14637,"Fish Lake",44.22954,-93.6654,312,"Eastern North America",3
14639,"Fish Lake (Sc)",44.65102,-93.4605,288,"Eastern North America",3
14641,"Eagle Lake",44.80876,-93.9344,296,"Eastern North America",3
14643,"Lake Emily, Northeast Basin",44.3138,-93.9144,296,"Eastern North America",3
14645,"Fuller Lake",45.4217,-94.0755,290,"Eastern North America",3
14648,"Tianchi Lake",35.26468,106.3088,2430,"Asia",3
14650,"San Luis Lake",37.67773,-105.725,2293,"Western North America",3
14674,"Blackwoods Hollow",44.3132,-68.2236,30,"Eastern North America",3
14676,"Buckley Pond Hollow",46.33482,-69.0494,360,"Eastern North America",3
14678,"Isle au Haut North Hollow",44.0651,-68.6354,75,"Eastern North America",3
14680,"Isle au Haut South Hollow",44.03183,-68.6304,65,"Eastern North America",3
14682,"Roque Island Hollow",44.57308,-67.5307,20,"Eastern North America",3
14684,"Schoodic Peninsula Hollow",44.37328,-68.0726,10,"Eastern North America",3
14768,"Conroy Lake",46.29,-67.88,137,"Eastern North America",3
14792,"Yahoo Lake",47.67692,-124.019,709,"Western North America",3
14794,"Two Frog Lake",51.1066,-127.534,4,"Western North America",3
14797,"South Bog",44.71756,-67.2029,35,"Eastern North America",3
14799,"Siesta Lake",37.8505,-119.66,2430,"Western North America",3
14803,"Burnt Knob Lake",45.70695,-114.983,2250,"Western North America",4
14884,"Baker Lake",45.89173,-114.263,2300,"Western North America",4
14889,"Tower Lake",46.54264,-86.0378,261,"Eastern North America",3
14911,"Hoodoo Lake",46.32024,-114.652,1787,"Western North America",4
14921,"Brass Tarn",-5.78747,145.0432,3910,"Indopacific",1
14923,"Pintler Lake",45.84056,-113.44,1921,"Western North America",4
14925,"Upper Soper Lake",62.91475,-69.8791,0,"Eastern North America",8
14928,"Prien Lake",30.19221,-93.2794,0,"Eastern North America",2
14933,"Nelson Lake",46.2287,-85.3803,251,"Eastern North America",3
14935,"Moose Lake",47.88369,-123.351,1544,"Western North America",3
14938,"Martins Lake",47.71292,-123.533,1415,"Western North America",3
14941,"Ijomba",-4.02063,137.2169,3630,"Indopacific",1
14944,"Fracas Lake",36.6307,-112.239,2512,"Western North America",3
14951,"Bear Lake",36.37113,-112.147,2778,"Western North America",3
14955,"Lake Arthur",30.05034,-92.7095,1,"Eastern North America",2
14957,"Appleman Lake",41.62329,-85.2121,294,"Eastern North America",3
14959,"Eagle Tarn",-42.6799,146.5912,1033,"Indopacific",3
14963,"Komanimambuno Mire",-5.82037,145.089,2740,"Indopacific",6
14972,"Sundown Swamp",-41.1267,144.6746,5,"Indopacific",2
14995,"Meade River bluff",70.47501,-157.342,2,"Western North America",8
14997,"Round Pond",41.97078,-70.0103,4,"Eastern North America",3
14999,"Deep Pond",41.73913,-69.9921,23,"Eastern North America",3
15003,"Icehouse Pond",41.798,-69.9606,19,"Eastern North America",3
15005,"Rotten Swamp",-35.707,148.8864,1445,"Indopacific",2
15007,"Eagle Pond",41.6982,-70.1361,11,"Eastern North America",3
15009,"Jemima Pond",41.82961,-69.9847,3,"Eastern North America",3
15020,"Sandy Hill Pond",41.68999,-70.3641,16,"Eastern North America",3
15022,"Fresh Pond",41.59412,-70.5328,7,"Eastern North America",3
15032,"Mud Lake (Ho)",47.12942,-88.317,189,"Eastern North America",3
15035,"Lily Lake",47.912,-89.0908,301,"Eastern North America",3
15059,"Granta Pools",-41.5079,146.3847,685,"Indopacific",3
15061,"Laguna del Cóndor",-42.3502,-71.2888,818,"South America",3
15074,"Mumbo Lake",41.19098,-122.511,1860,"Western North America",3
15081,"Jackson Pond",37.43255,-85.7246,260,"Eastern North America",3
15088,"Anderson Pond",36.03015,-85.5013,303,"Eastern North America",3
15099,"Iztapa",13.95191,-90.6597,4,"Eastern North America",1
15101,"Lago Mosquito",-42.4887,-71.3971,556,"South America",3
15103,"Lago Huala Hué",-41.5107,-71.5071,849,"South America",3
15106,"Lake Emma",37.90211,-107.615,3740,"Western North America",4
15115,"Laguna Padre Laguna",-41.3596,-71.5088,880,"South America",3
15130,"Lago Theobald",-43.436,-71.5613,640,"South America",3
15132,"Laguna el Trébol",-41.0703,-71.4935,758,"South America",3
15136,"Devils Lake, Creel Bay",48.0859,-98.9294,443,"Eastern North America",6
15138,"Jones Lake",49.45025,-99.2891,409,"Eastern North America",3
15140,"Mallard Pond",51.2878,-101.325,568,"Eastern North America",3
15142,"Makepeace Cedar Swamp",41.93619,-70.7574,40,"Eastern North America",3
15146,"Makepeace Cedar Swamp",41.93619,-70.7574,40,"Eastern North America",3
15153,"Wendel site",46.43312,-98.2894,423,"Eastern North America",6
15157,"Code Lake",67.15792,-151.86,250,"Western North America",4
15175,"Last Chance Lake",67.12406,-150.745,250,"Western North America",4
15185,"Ruppert Lake",67.07084,-154.245,230,"Western North America",4
15187,"Wild Tussock Lake",67.12648,-151.384,290,"Western North America",4
15189,"Xindi Lake",67.11124,-152.491,240,"Western North America",4
15191,"Fort Bragg (core PAW2)",35.17355,-79.0898,54,"Eastern North America",3
15197,"Laguna Pompal",18.37615,-94.9556,730,"Eastern North America",1
15201,"Lost Park",39.2949,-105.538,3079,"Western North America",4
15205,"Chesapeake Bay (MD99-2207)",38.03028,-76.2144,0,"Eastern North America",3
15207,"Chesapeake Bay (MD99-2208)",38.53722,-76.4864,0,"Eastern North America",3
15209,"Chesapeake Bay (MD99-2209)",38.88611,-76.3944,0,"Eastern North America",3
15211,"Chesapeake Bay (PTMC3-2)",38.02667,-76.2197,0,"Eastern North America",3
15214,"Big Lake",51.66862,-121.454,1029,"Western North America",4
15221,"Caddo Creek (Core 1)",32.04361,-95.5052,101,"Eastern North America",3
15223,"Caddo Creek (Core 3)",32.04592,-95.5062,101,"Eastern North America",3
15242,"Cowles Bog",41.6355,-87.0945,184,"Eastern North America",3
15244,"Pinhook Bog",41.61499,-86.8467,243,"Eastern North America",3
15247,"Laguna de Pacucha",-13.6123,-73.3183,3110,"South America",6
15259,"Harberton",-54.8707,-67.2967,20,"South America",8
15276,"Cassiope Pond",50.16663,-127.752,550,"Western North America",4
15284,"Tiny Lake",51.19438,-127.382,6,"Western North America",4
15286,"West Hawk Lake",49.76341,-95.1917,330,"Eastern North America",3
15288,"Pyrola Lake",50.1832,-127.698,506,"Western North America",4
15290,"Jacksons Bog",-37.1079,149.1378,750,"Indopacific",2
15292,"Byron-Bergen Swamp (Site 2)",43.09816,-78.0027,180,"Eastern North America",3
15294,"Long Lake",44.98885,-93.5564,288,"Eastern North America",3
15296,"Byron-Bergen Swamp (Site 1)",43.09791,-78.0145,180,"Eastern North America",3
15298,"Devlins Park",40.00076,-105.562,2953,"Western North America",3
15302,"Emrick Lake",43.80016,-89.5943,270,"Eastern North America",3
15306,"Rio Rubens Bog",-52.0371,-71.8761,220,"South America",6
15309,"East Soldier Lake",46.34668,-84.8576,272,"Eastern North America",3
15323,"Berendon Fen",56.24278,-130.055,794,"Western North America",8
15325,"Black Gum Swamp",42.5375,-72.1829,358,"Eastern North America",3
15327,"Black Gum Swamp",42.5375,-72.1829,358,"Eastern North America",3
15331,"Mallin Pollux",-45.6886,-71.8379,640,"South America",4
15342,"Skinny Lake",57.59498,-130.096,899,"Western North America",4
15344,"Fargher Pond",45.88677,-122.519,202,"Western North America",3
15350,"Balsam Lake",42.02879,-74.6042,762,"Eastern North America",3
15356,"Stewart Bog",35.832,-105.722,3115,"Western North America",3
15359,"Spillway Pond",56.23998,-130.069,852,"Western North America",8
15363,"Aronow Bog",30.145,-95.5745,50,"Eastern North America",2
15366,"Laguna de Chochos",-7.6351,-77.4747,3285,"South America",1
15368,"Blue Lake Wetlands",40.49996,-114.031,1297,"Western North America",6
15371,"Ridge and Slough (02-05-20-13)",26.102,-80.7375,2,"Eastern North America",5
15377,"Ridge and Slough (02-05-20-14)",26.1025,-80.736,2,"Eastern North America",5
15385,"Flycatcher Basin",41.015,-121.573,924,"Western North America",3
15396,"Las Flores Arroyo",33.291,-117.461,6,"Western North America",6
15399,"Long Last Lake",61.564,-137.229,985,"Western North America",4
15403,"Deep Lake",47.68381,-95.3984,410,"Eastern North America",3
15406,"Jan Lake",63.56466,-143.918,503,"Western North America",4
15408,"Nichols Meadow",37.4235,-119.579,1515,"Western North America",3
15410,"Nichols Meadow",37.4235,-119.579,1515,"Western North America",3
15413,"Paradox Lake",60.62288,-150.759,81,"Western North America",4
15415,"Cootes Paradise Marsh",43.2765,-79.9075,72,"Eastern North America",3
15417,"Rasberry Bog",57.4844,-130.829,802,"Western North America",4
15420,"Pyramid Lake",58.89215,-129.834,1439,"Western North America",4
15462,"Bass Pond",50.71505,-57.3744,8,"Eastern North America",4
15487,"Cowden Lake",43.35538,-85.3568,279,"Eastern North America",3
15489,"Ferry Lake",46.013,-92.125,290,"Eastern North America",3
15492,"Hicks Lake",44.02276,-85.2833,379,"Eastern North America",3
15494,"Hual Cu Cuish Meadow",32.967,-116.583,1451,"Western North America",2
15511,"Morrison Lake",42.861,-85.2115,246,"Eastern North America",3
15580,"Van Wyck",44.51785,-116.152,2255,"Western North America",3
15586,"McCall Fen",44.9253,-116.048,1615,"Western North America",3
15588,"Devil's Bathtub",43.02469,-77.5738,198,"Eastern North America",3
15591,"Skunk Cabbage Meadow",33.77433,-116.666,2417,"Western North America",2
15594,"Taquitz Meadow",33.76857,-116.664,2405,"Western North America",2
15597,"Albany River Bog",51.435,-83.6175,79,"Eastern North America",4
15612,"Hachihama",34.55226,133.9505,6,"Asia",3
15624,"Hosoike Moor",35.35,134.1333,970,"Asia",3
15627,"Portage Lake",60.7165,-150.533,78,"Western North America",4
15630,"Belec Lake Bog",51.6175,-82.293,64,"Eastern North America",4
15635,"Oldman Bog",51.0289,-84.488,103,"Eastern North America",4
15641,"Big Sandy Creek",32.55492,-95.1632,80,"Eastern North America",3
15646,"Bluff Lake",41.34652,-122.56,1926,"Western North America",3
15649,"Ikenokochi Moor",35.65393,136.1308,300,"Asia",3
15660,"Buck Lake",46.52,-86.35,278,"Eastern North America",3
15667,"Buckbean Bog",49.11905,-119.683,1803,"Western North America",4
15678,"Ohnuma Moor",35.40833,134.5667,610,"Asia",3
