"Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Pollen.based.Reconstruction","MPI.ESM_GLAC1D","MPI.ESM_ICE6G","CLIMBER.X_GLAC1D","CLIMBER.X_ICE6G","TRACE.21K.I_ICE5G","TRACE.21K.II_ICE5G"
17336,"Borheen Lough",52.37242,-8.15167,476,"Europe",3,3,3,3,7,6,6
17338,"Sithylemenkat Lake",66.12399,-151.392,213,"North America",4,8,8,4,4,8,8
17344,"Diheen",52.36949,-8.1707,554,"Europe",3,3,3,3,7,6,6
17347,"St. Lawrence Island Section 3",63.67389,-171.582,0,"Asia",8,8,8,4,8,8,8
17352,"Windmill Lake",63.6589,-148.805,615,"North America",4,8,8,4,4,8,8
17354,"Blair Lakes",64.36008,-147.368,257,"North America",4,8,8,4,4,8,8
17359,"Eightmile Lake",63.88865,-149.252,648,"North America",4,8,8,4,4,8,8
17371,"Paso Garibaldi",-54.7167,-67.8333,550,"South America",6,4,4,4,7,3,3
17375,"Homer Beach",59.6339,-151.512,10,"North America",4,6,6,4,4,8,8
17377,"Longmere Lake",60.5009,-150.91,78,"North America",4,6,6,4,4,8,8
17381,"Mosquito Pond",63.98645,-145.54,379,"North America",4,8,8,4,4,8,8
17383,"Otto Lake",63.84225,-149.036,548,"North America",4,8,8,4,4,8,8
17385,"Watana Triangle Pond",62.84289,-148.247,546,"North America",4,6,6,4,4,8,8
17387,"Beaver Lake",44.9196,-88.1569,412,"North America",3,3,3,3,3,4,4
17391,"Zagoskin Lake",63.44847,-162.108,7,"North America",4,6,8,4,4,8,8
17396,"Steel Lake",46.97316,-94.6814,415,"North America",3,3,3,3,3,4,4
17398,"Piermont Marsh",41.02764,-73.9084,0,"North America",3,3,3,2,2,4,7
17400,"South Lake",69.08077,-121.429,775,"North America",4,4,4,4,4,8,8
17402,"Little Swift Lake",60.21648,-159.766,572,"North America",4,6,8,4,4,8,8
17404,"Lorraine Lake",46.14469,-86.483,437,"North America",3,3,3,3,3,4,4
17406,"Penegor Lake",46.61506,-88.8604,437,"North America",3,3,3,3,3,4,4
17597,"Benacadie 4",45.91664,-60.6936,7,"North America",8,3,3,3,6,8,4
17672,"Wilcox Lake",43.95,-79.43,304,"North America",3,3,3,3,3,4,7
17711,"Lake A",55.33119,-105.055,378,"North America",4,3,3,3,3,6,4
17713,"West Naniskak Lake",55.43091,-104.939,418,"North America",4,3,3,3,3,6,4
17859,"Peloncillo Mountains",32.28908,-109.094,1400,"North America",6,6,6,6,6,6,6
17873,"Cordón Serrucho Norte wetland",-41.7518,-71.4288,995,"South America",3,3,3,3,3,3,3
17880,"Lost Swamp",42.82814,-72.4211,350,"North America",3,3,3,2,2,4,6
17945,"Mitkof Island",56.81157,-132.936,20,"North America",4,6,6,4,4,8,8
18100,"Lake Valencia",10.18349,-67.7374,410,"South America",5,1,1,1,1,6,6
18104,"Mallín Vaca Lauquen",-36.8581,-71.0485,1450,"South America",3,3,3,6,6,6,6
18106,"Blue Lakes",41.67946,-118.717,2437,"North America",3,3,3,3,3,6,4
18108,"NEL03",49.49641,-116.905,2074,"North America",4,4,4,3,3,8,4
18110,"Path Lake",43.87196,-64.9288,10,"North America",3,3,3,3,6,4,6
18123,"Lago Cardiel",-48.9185,-71.2254,276,"South America",6,4,4,4,4,3,3
18127,"Pyatts Lake",49.46966,-115.77,1080,"North America",4,4,4,3,3,8,4
18159,"Mod Pond",34.78767,-120.586,21,"North America",6,6,6,5,7,6,6
19264,"Naskak",63.64101,-171.454,1,"Asia",8,8,8,4,8,8,8
19266,"Aghnaghak",63.65601,-171.554,1,"Asia",8,8,8,4,8,8,8
19323,"TK-2 Lake",66.34784,-104.946,234,"North America",4,4,4,4,4,8,8
19784,"Białowieża Forest",52.75204,23.92067,165,"Europe",3,3,3,3,3,6,4
19814,"Trout Lake",68.82911,-138.744,163,"North America",4,6,6,4,8,8,8
19817,"Laguna del Maule",-36.0536,-70.5014,2160,"South America",8,3,3,6,6,6,6
19820,"Killebrew Lake Fen",48.6051,-122.901,88,"North America",4,4,4,3,3,8,4
19834,"Fox Lake",43.6774,-94.6981,382,"North America",3,3,3,3,3,7,7
19842,"Lac Brule",45.71903,-75.4417,270,"North America",3,3,3,3,3,4,4
19846,"Lac Noir",45.77702,-75.1359,176,"North America",3,3,3,3,3,4,4
19901,"Grosser Treppelsee",52.14453,14.45286,52,"Europe",3,3,3,3,3,6,4
19906,"Styggtjärnen",62.32429,13.55787,715,"Europe",4,4,4,4,4,8,4
19909,"Klotjärnen",61.82125,16.40472,235,"Europe",4,4,4,4,4,8,4
19913,"Abborrtjärnen",63.88333,14.45,387,"Europe",4,4,4,4,4,8,4
19931,"Lone Star Lake",45.932,-92.365,284,"North America",3,3,3,3,3,4,4
19933,"Lily Lake",45.901,-92.273,297,"North America",3,3,3,3,3,4,4
19937,"Spicer Lake",41.75738,-86.5221,242,"North America",3,3,3,3,3,7,7
19967,"Mary Lake",44.73566,-81.0026,236,"North America",3,3,3,3,3,4,4
19993,"Cooley Lake",49.49136,-117.645,1515,"North America",4,4,4,3,3,8,4
19995,"Gerry Lake",53.64545,-121.505,893,"North America",4,6,6,4,4,8,8
20001,"Crocker Lake",47.93666,-122.881,54,"North America",4,3,3,3,3,4,4
20012,"Donvold",68.13333,13.58333,10,"Europe",8,4,6,4,4,8,8
20018,"Lake Flåfattjønna",62.33146,10.39825,1115,"Europe",4,4,4,4,4,8,4
20020,"Lake Ifjord",70.43333,27.63333,317,"Europe",8,4,6,4,4,8,8
20022,"Avrig",45.71667,24.38333,400,"Europe",3,3,3,6,6,6,7
20024,"Avrig",45.71667,24.38333,400,"Europe",3,3,3,6,6,6,7
20027,"Älbi Flue",46.59861,7.976389,1850,"Europe",3,3,3,3,6,6,3
20029,"Lake Hopseidet",70.83333,27.71667,225,"Europe",8,6,4,4,4,8,8
20034,"Dalmutladdo",69.16667,20.71667,355,"Europe",4,4,4,4,4,8,8
20042,"Trettetjørn",60.71667,7,810,"Europe",8,3,4,4,4,8,6
20046,"Brurskardtjørni",61.41667,8.666667,1309,"Europe",8,3,4,4,4,8,6
20050,"Vestre Øykjamyrtjørn",59.81667,6,570,"Europe",3,3,4,4,7,8,6
20131,"Mekelermeer",52.77049,6.62753,15,"Europe",3,3,3,3,3,6,6
20171,"Rodenbourg Bretzboesh",49.69167,6.27,285,"Europe",3,3,3,3,6,4,4
20180,"Zahájí",50.37944,14.11556,232,"Europe",3,3,3,3,3,4,4
20194,"Kettle Lake",48.60712,-103.624,605,"North America",3,3,3,3,3,6,4
20279,"Liten Cap’pesjav’ri",71.07449,25.36871,41,"Europe",8,6,4,4,4,8,8
20281,"Dragonfly Lake",60.81259,-135.341,760,"North America",4,8,8,4,8,8,8
20285,"Over Gunnarsfjorden",71.03806,28.16907,78,"Europe",8,4,6,4,4,8,8
20289,"Marcella Lake",60.0735,-133.806,697,"North America",4,8,8,4,8,8,8
20293,"Over Kobbkrokvatnet",70.69954,29.29516,51,"Europe",8,4,6,4,4,8,8
20295,"Salmo Lake",60.44554,-133.562,866,"North America",4,8,8,4,8,8,8
20304,"Hunters Lake",37.61104,-106.844,3516,"North America",3,6,6,7,7,6,6
20306,"Dailey Lake",45.26248,-110.816,1598,"North America",4,4,3,3,3,4,4
20311,"Elk Lake",45.8668,-95.8039,366,"North America",3,3,3,3,3,4,4
20316,"Fish Lake",41.26396,-123.683,541,"North America",2,3,3,6,6,4,6
20372,"Swanson Fen",60.78728,-150.831,100,"North America",4,6,6,4,4,8,8
20397,"South Rhody peatland",46.5658,-86.0752,285,"North America",3,3,3,3,3,4,4
20495,"Ogaromtoc Lake",41.48611,-123.541,596,"North America",2,3,3,6,6,4,6
20512,"Minden Bog",43.60373,-82.8639,239,"North America",3,3,3,3,3,6,7
20515,"Lake Grinnell",41.09819,-74.6396,170,"North America",3,3,3,2,2,4,7
21415,"Newark Valley Pond",39.67283,-115.774,1750,"North America",6,3,6,6,6,6,6
21418,"Kingston Meadow",39.25318,-117.166,2400,"North America",3,3,6,6,6,6,6
21422,"Upper Squaw Lake",42.03209,-123.015,930,"North America",3,3,3,6,6,4,6
21533,"Laguna Carimagua",4.57852,-71.3304,180,"South America",5,1,1,1,1,1,1
21535,"Laguna Carimagua-Bosque",4.5865,-71.3271,180,"South America",5,1,1,1,1,1,1
21537,"Lake Chalalán",-14.4279,-67.9206,330,"South America",1,5,2,1,1,1,3
21541,"Laguna Angel",4.44937,-70.5389,200,"South America",5,1,1,1,1,1,1
21543,"Laguna El Piñal",4.659645,-71.4551,180,"South America",5,1,1,1,1,1,1
21545,"Laguna Sardinas",4.97036,-69.5212,80,"South America",5,1,1,1,1,1,1
21549,"Laguna Mozambique",3.956185,-73.0525,175,"South America",1,1,1,1,1,1,1
21551,"Laguna Chenevo",4.59408,-71.4408,150,"South America",5,1,1,1,1,1,1
21553,"Laguna Loma Linda",3.302435,-73.362,233,"South America",5,1,1,1,1,1,1
21577,"Stoll Lake",44.97385,-77.2893,303,"North America",3,3,3,3,3,4,4
21580,"Lake Santa Rosa",-14.4809,-67.8732,350,"South America",1,5,2,1,1,1,3
21600,"Tawny Pond",44.81639,-77.1825,276,"North America",3,3,3,3,3,4,4
21603,"Lake Refugio 1",-13.0917,-71.7081,3401,"South America",1,3,2,7,7,2,2
21606,"Lake Refugio 2",-13.0948,-71.7052,3406,"South America",1,3,2,7,7,2,2
21651,"Laguna de los Bobos",6.222105,-72.7666,3815,"South America",1,1,1,1,1,1,1
21665,"Laguna Piusbi [Laguna El Trueno]",1.883925,-77.9298,100,"South America",1,1,1,2,2,1,1
21675,"La Teta-2",3.0833,-76.5333,1020,"South America",1,1,1,2,2,1,1
21706,"Laguna De La Cocha",1.079226,-77.1516,2780,"South America",1,1,1,2,2,1,1
21708,"Laguna de Fúquene",5.46061,-73.7466,2540,"South America",1,1,1,1,1,1,1
21744,"Laguna de la Herrera",4.698055,-74.2758,2550,"South America",1,1,1,1,1,1,1
21762,"Ciénaga del Visitador",6.17896,-72.7908,3300,"South America",1,1,1,1,1,1,1
21770,"Hippa Lake",53.53167,-132.973,230,"North America",4,4,6,4,4,8,8
21772,"Misty Lake",50.60705,-127.263,70,"North America",4,3,3,4,4,4,4
21774,"Port McNeill Bog",50.5725,-127.072,93,"North America",4,3,3,4,4,4,4
21788,"Roe Lake",48.7827,-123.303,100,"North America",4,4,4,3,3,8,4
21790,"Holtjärnen",60.65189,14.92652,232,"Europe",4,4,4,4,4,8,4
21792,"Horseshoe Lake",38.7018,-90.095,27,"North America",3,2,2,2,2,7,7
21796,"Pantano de Mónica 2",-0.706,-72.0596,112,"South America",1,1,1,1,1,6,1
21798,"Pantano de Mónica 3",-0.70373,-72.0557,160,"South America",1,1,1,1,1,6,1
21807,"Lake Petén-Itzá",16.99263,-89.8171,110,"North America",1,1,1,1,7,7,7
21818,"Laguna Gobernador",3.95325,-74.2997,3815,"South America",1,1,1,1,1,1,1
21828,"Laguna El Caimito",2.44645,-77.6875,50,"South America",1,1,1,2,2,1,1
21830,"Lake AT01",53.27892,-84.2054,115,"North America",4,4,3,3,3,8,4
21836,"Valle de Lagunillas V",6.375867,-72.3375,3931,"South America",1,1,1,1,1,1,1
21844,"Mission Cross Bog",41.7847,-115.484,2424,"North America",3,3,6,3,3,4,4
21895,"El Patía-1",2.01125,-77.1151,580,"South America",1,1,1,2,2,1,1
21903,"El Patía-2",2.01125,-77.1151,580,"South America",1,1,1,2,2,1,1
21913,"Piagua",2.43268,-76.7806,1700,"South America",1,1,1,2,2,1,1
21915,"Quilichao-1",3.10116,-76.5223,970,"South America",5,1,1,2,2,1,1
21917,"Laguna La Primavera",3.981795,-74.1579,3547,"South America",1,1,1,1,1,1,1
21921,"Potrerillo-2",2.10018,-77.0541,750,"South America",6,1,1,2,2,1,1
21938,"Páramo de Laguna Verde",5.216585,-74.0028,3647,"South America",1,1,1,1,1,1,1
22049,"Páramo de Agua Blanca",4.99445,-74.1569,3250,"South America",1,1,1,1,1,1,1
22087,"Ría Lagartos-2",21.57944,-88.0721,2,"North America",1,1,1,1,1,7,7
22101,"Llano Grande Mire",6.47451,-76.0926,3460,"South America",1,1,1,1,1,1,1
22119,"Cienega de San Bernadino",31.32215,-109.256,1118,"North America",6,6,6,6,6,6,6
22316,"Anenské údolí",50.58861,16.1175,696,"Europe",3,3,3,3,3,4,4
22322,"Teplické údolí",50.585,16.13167,715,"Europe",3,3,3,3,3,4,4
22330,"Didachara",41.68389,42.49694,2000,"Europe",3,3,3,6,6,6,6
22342,"Malá niva",48.91376,13.8145,754,"Europe",3,3,3,3,6,4,4
22344,"Hůrecká slať",49.15316,13.32655,870,"Europe",4,3,3,3,6,4,4
22346,"Stráženská slať",48.89949,13.74209,804,"Europe",3,3,3,3,6,4,4
22348,"Mrtvý luh",48.86844,13.87913,737,"Europe",3,3,3,3,6,4,4
22352,"Soumarské rašeliniště",48.90352,13.83836,750,"Europe",3,3,3,3,6,4,4
22367,"Popradské  pleso",49.15343,20.07971,1513,"Europe",3,3,3,6,6,4,4
22397,"Doolittle Ranch Meadow",39.67664,-105.604,2975,"North America",8,6,6,7,7,6,6
22400,"Echo Lake",39.65822,-105.603,3230,"North America",3,6,6,7,7,6,6
22638,"Laguna Salada Chiprana",41.24,-0.18,150,"Europe",3,3,6,6,6,3,3
22640,"Teanga",57.31917,-7.28472,20,"Europe",3,3,3,3,3,6,6
22644,"Salada Pequeña",41.043,-0.20341,357,"Europe",6,3,6,6,6,3,3
22648,"Pryskyřičný důl",50.89304,14.40634,315,"Europe",3,3,3,3,3,4,4
22650,"Zlatnická Dolina",49.51667,19.28333,850,"Europe",8,3,3,3,3,4,4
22652,"Fláje - Kiefern",50.68,13.59,760,"Europe",3,3,3,3,3,4,4
22656,"Bobrov",49.44778,19.55941,620,"Europe",3,3,3,3,3,4,4
22658,"Waschhorn",53.615,8.736944,10,"Europe",3,3,3,3,3,6,6
22660,"Lai Nair Schuls-Tarasp",46.77611,10.27778,1551,"Europe",4,3,3,3,6,4,4
22664,"Lake Mikolajki",53.77171,21.60414,116,"Europe",3,3,3,3,3,6,4
22669,"Altes Moor",53.43727,8.86781,17,"Europe",3,3,3,3,3,6,6
22678,"Las Pardillas Lake",42.04363,-3.04588,1870,"Europe",3,3,6,6,6,3,3
22681,"Pico del Sertal",43.21527,-4.43613,940,"Europe",3,3,6,6,6,3,3
22683,"Laghi dell'Orgials",44.23333,7.133333,2240,"Europe",3,6,6,2,3,3,4
22687,"Langes Fenn Kemnitzerheide",52.31361,12.91361,36,"Europe",3,3,3,3,3,6,4
22689,"Schwanengrabenrinne",52.52444,13.05639,32,"Europe",3,3,3,3,3,6,4
22691,"Hängstli",46.79417,7.833056,1252,"Europe",3,3,3,3,6,6,3
22693,"Ellanmore",58.30476,-3.2953,100,"Europe",8,3,3,3,3,6,6
22706,"Loch Laxford",58.37246,-5.03672,137,"Europe",3,3,3,3,3,6,6
22709,"Loch Cleat",57.6225,-6.27778,163,"Europe",8,3,3,3,3,6,6
22711,"Loch Clair",57.55889,-5.34361,92,"Europe",3,3,3,3,3,6,6
22714,"Labradillos mire",40.34472,-4.57056,1460,"Europe",8,6,6,6,6,6,6
22718,"Velký Máj",50.04739,17.22029,1371,"Europe",3,3,3,3,3,4,4
22720,"Schöpfenwaldmoor",46.74361,7.847778,1453,"Europe",3,3,3,3,6,6,3
22723,"Loch Ashik",57.24,-5.83,30,"Europe",3,3,3,3,3,6,6
22726,"Schwanental",49.35054,7.819975,420,"Europe",3,3,3,3,6,4,4
22730,"Lanzahíta",40.22331,-4.93679,588,"Europe",3,6,6,6,6,6,6
22732,"Lac de Villa",45.68554,7.69021,820,"Europe",3,3,3,3,6,6,3
22734,"Il Fuorn",46.66286,10.20994,1805,"Europe",4,3,3,3,6,4,4
22738,"Straldzha mire",42.63045,26.78014,137,"Europe",3,6,6,6,6,6,6
22745,"Loch Einich",57.08333,-3.8,502,"Europe",3,3,3,3,3,6,6
22747,"Umbrail",46.54389,10.43472,2490,"Europe",3,3,3,3,6,4,4
22753,"Straldzha mire",42.63045,26.78014,137,"Europe",6,6,6,6,6,6,6
22757,"Plešné jezero",48.7756,13.86517,1105,"Europe",3,3,3,3,6,4,4
22761,"Nad Dolským mlýnem",50.85178,14.33726,280,"Europe",3,3,3,3,3,4,4
22763,"Černohorské rašeliniště",50.6612,15.75344,1206,"Europe",3,3,3,3,3,4,4
22767,"Peat-bog Begbunar",42.15,22.55,1750,"Europe",3,6,3,6,6,6,6
22773,"Gamperfin",47.17139,9.381111,1320,"Europe",3,3,3,3,6,4,4
22786,"Alpi di Robièi Val Bavona",46.445,8.518333,1936,"Europe",8,3,3,3,6,6,3
22788,"Kleinen Mochowsee",51.99639,14.19889,49,"Europe",3,3,3,3,3,6,4
22791,"Breitnau-Neuhof",47.93333,8.066667,986,"Europe",3,3,3,3,6,6,3
22793,"Grünsee Reschenscheideck",46.86278,10.47806,1840,"Europe",4,3,3,3,6,4,4
22795,"Gondo Alpjen",46.21167,8.113333,1724,"Europe",8,3,3,3,6,6,3
22797,"Simplon/Gampisch-Alter Spittel",46.23111,8.011389,1885,"Europe",4,3,3,3,6,6,3
22805,"Les Palanques",42.16222,2.438056,460,"Europe",3,3,6,6,6,6,6
22807,"Alp Lüsga Belalp 1",46.23083,7.590278,2330,"Europe",4,3,3,3,6,6,3
22810,"Lac du Verney-Dessus",45.69,6.87,2276,"Europe",3,3,3,3,6,6,3
22812,"Mohos",46.13212,25.90362,1050,"Europe",3,3,3,6,6,6,7
22814,"Mohos",46.13212,25.90362,1050,"Europe",3,3,3,6,6,6,7
22820,"Löddigsee",53.42,11.92,43,"Europe",3,3,3,3,3,6,4
22822,"Kružlová",49.36417,21.58361,350,"Europe",3,3,3,6,6,6,4
22824,"Ahlbecker Seegrund",53.65556,14.22083,0,"Europe",3,3,3,3,3,6,4
22826,"Pesteana",45.54337,22.8058,480,"Europe",3,3,3,6,6,6,6
22828,"Preluca Tiganului",47.81014,23.52941,730,"Europe",3,3,3,6,6,6,6
22835,"Maly Suszek",53.72,17.77,115,"Europe",3,3,3,3,3,6,4
22842,"Pillon Gsteig-Diablerets",46.35972,7.198611,1686,"Europe",3,3,3,3,6,6,3
22847,"Darzlubie Forest",54.70555,18.16208,40,"Europe",3,3,3,3,3,6,4
22849,"Lake Racze",53.96802,14.60637,-9,"Europe",3,3,3,3,3,6,4
22851,"Wolin II",53.85885,14.61586,5,"Europe",3,3,3,3,3,6,4
22874,"Torveraz",45.69528,6.860556,2415,"Europe",3,3,3,3,6,6,3
22883,"Tourbière de Pilaz",45.81694,7.286111,1900,"Europe",4,3,3,3,6,6,3
22887,"Tourbière de Champlong",45.82512,7.645125,2320,"Europe",3,3,3,3,6,6,3
22892,"Kumata",42.59028,23.25167,1770,"Europe",3,6,3,6,6,6,6
22894,"Steregoiu",47.8079,23.54031,790,"Europe",3,3,3,6,6,6,6
22896,"Semenic",45.18,22.05944,1400,"Europe",3,3,3,6,6,6,6
22923,"Lake Varna",43.19554,27.82777,0,"Europe",3,6,6,6,6,6,6
22926,"Seelohe",50.02372,11.85651,778,"Europe",3,3,3,3,3,4,4
22936,"Alsópáhok",46.77444,17.17028,126,"Europe",3,3,3,3,3,4,4
22944,"Woryty",53.75265,20.20645,105,"Europe",3,3,3,3,3,6,4
22953,"Ispani 2",41.86226,41.80203,1,"Europe",3,3,3,6,6,6,6
22955,"Tlstá hora",48.89417,17.88861,460,"Europe",3,3,3,3,3,4,4
22960,"Sägistalsee",46.6798,7.97638,1940,"Europe",3,3,3,3,6,6,3
22966,"Wachseldorn Untermoos",46.82194,7.735,980,"Europe",3,3,3,3,6,6,3
22969,"Long Lake",41.5,-106.37,2700,"North America",4,3,3,7,7,4,4
22971,"Sauborst",50.27611,12.09944,572,"Europe",3,3,3,3,3,4,4
22973,"Weissenstadter Forst",50.12786,11.8868,725,"Europe",3,3,3,3,3,4,4
22988,"Bachalpsee",46.6696,8.02132,2265,"Europe",3,3,3,3,6,6,3
22992,"Hinterburgseeli",46.71801,8.06769,1519,"Europe",3,3,3,3,6,6,3
23004,"Miroshy",51.19139,28.01373,8,"Europe",3,3,3,3,3,6,4
23006,"Khomin Mokh",51.21782,28.05581,8,"Europe",3,3,3,3,3,6,4
23008,"Stoyanov 2",50.35423,24.6789,198,"Europe",3,3,3,3,3,6,4
23015,"Turova Dacha",48.91156,24.12074,8,"Europe",3,3,3,6,6,6,4
23019,"Mire Gyola",41.35472,23.12528,714,"Europe",3,6,3,6,6,6,6
24030,"Lake Blatisto",41.62131,24.67809,1540,"Europe",3,6,6,6,6,6,6
24032,"Kupena",41.98333,24.33333,1356,"Europe",3,6,3,6,6,6,6
24039,"Wolfslohe",49.9075,12.04028,718,"Europe",3,3,3,3,6,4,4
24042,"Windbruch",49.60793,12.54137,497,"Europe",3,3,3,3,6,4,4
24044,"Brentenlohe",49.78722,12.4625,745,"Europe",3,3,3,3,6,4,4
24046,"Trogenmoos",46.76194,7.863889,1484,"Europe",3,3,3,3,6,6,3
24048,"Oberaar",46.54722,8.255556,2380,"Europe",4,3,3,3,6,6,3
24053,"Rinderplatz",46.64471,11.49194,1780,"Europe",4,3,3,3,6,4,4
24055,"Dura-Moor",46.63801,11.45791,2080,"Europe",3,3,3,3,6,4,4
24057,"Schwarzsee",46.66586,11.432,2033,"Europe",4,3,3,3,6,4,4
24059,"Vladař",50.07857,13.21404,612,"Europe",3,3,3,3,3,4,4
24061,"Malschötscher Hotter",46.66611,11.45833,2050,"Europe",3,3,3,3,6,4,4
24078,"Jelení louže",50.8919,14.27638,460,"Europe",3,3,3,3,3,4,4
24080,"Dossaccio Bormio",46.4701,10.3364,1730,"Europe",4,3,3,3,6,4,4
24089,"Komořanské jezero",50.54278,13.53705,231,"Europe",3,3,3,3,3,4,4
24091,"Sommersüss",46.76006,11.68051,870,"Europe",4,3,3,3,6,4,4
24100,"Královec",49.13194,18.02778,599,"Europe",4,3,3,3,3,4,4
24102,"Horní Lomná",49.52056,18.63083,615,"Europe",3,3,3,3,3,4,4
24108,"Velký Děd",50.08486,17.21766,1380,"Europe",3,3,3,3,3,4,4
24112,"Na bahně",50.19893,15.96136,237,"Europe",3,3,3,3,3,4,4
24116,"Vlčí rokle",50.60412,16.12716,583,"Europe",3,3,3,3,3,4,4
24118,"Kugelstattmoos",48.95367,12.85801,870,"Europe",3,3,3,3,6,4,4
24143,"Úpské rašeliniště",50.73661,15.70843,1425,"Europe",3,3,3,3,3,4,4
24145,"Úpské rašeliniště",50.73661,15.70843,1425,"Europe",3,3,3,3,3,4,4
24149,"Úpské rašeliniště",50.73661,15.70843,1425,"Europe",3,3,3,3,3,4,4
24155,"Lake Tsuolbmajavri",68.68811,22.05346,526,"Europe",4,4,4,4,4,8,8
24164,"Úpské rašeliniště",50.73661,15.70843,1425,"Europe",3,3,3,3,3,4,4
24183,"Etang de la Gruère",47.24056,7.05,1005,"Europe",3,3,3,3,6,6,3
24188,"Hopschensee",46.2525,8.023056,2026,"Europe",3,3,3,3,6,6,3
24190,"Hopschensee",46.2525,8.023056,2026,"Europe",8,3,3,3,6,6,3
24195,"Mittlere Hellelen",46.28306,7.844167,1538,"Europe",4,3,3,3,6,6,3
24197,"Dar Fatma",36.81825,8.77474,780,"Africa",3,7,7,2,7,7,7
24207,"Djebel El Ghorra",36.5975,8.394722,1203,"Africa",3,7,7,2,7,7,7
24216,"Majen El Orbi",37.14924,9.099085,200,"Africa",3,6,6,2,7,6,3
24218,"Majen El Orbi",37.15294,9.0984,148,"Africa",3,6,6,2,7,6,3
24221,"Pančavská louka",50.76549,15.5408,1336,"Europe",3,3,3,3,3,4,4
24236,"Chrást",50.25933,14.57363,164,"Europe",3,3,3,3,3,4,4
24243,"Břve",50.06644,14.23883,362,"Europe",8,3,3,3,3,4,4
24256,"Borkovická blata",49.23475,14.62598,415,"Europe",3,3,3,3,6,4,4
24277,"Weiherlohe",49.72972,12.3875,685,"Europe",3,3,3,3,6,4,4
24279,"Kulzer Moos",49.392,12.4515,481,"Europe",4,3,3,3,6,4,4
24300,"Greicheralp Riederalp",46.37972,8.030278,1934,"Europe",8,3,3,3,6,6,3
24302,"Aletschwald",46.38972,8.025556,2017,"Europe",4,3,3,3,6,6,3
24305,"Aletschwald",46.38972,8.025556,2017,"Europe",4,3,3,3,6,6,3
24317,"Grächen See",46.19556,7.845,1725,"Europe",4,3,3,3,6,6,3
24319,"Grächen See",46.19556,7.845,1725,"Europe",4,3,3,3,6,6,3
24321,"Bitsch-Naters",46.33999,7.989136,1089,"Europe",3,3,3,3,6,6,3
24323,"Majen Ben H'mida",37.13333,9.083333,330,"Africa",3,6,6,2,7,6,3
24325,"Elatia-Rhodopes",41.47972,24.32583,1520,"Europe",3,6,3,6,6,6,6
24327,"Lailias",41.27384,23.58353,1420,"Europe",3,6,3,6,6,6,6
24339,"Mount Paiko",41.05167,22.27472,1080,"Europe",3,6,3,6,6,6,6
24341,"Mount Voras",41.01972,21.91222,1640,"Europe",3,6,3,6,6,6,6
24343,"Flambouro-Pieria mountains",40.25944,22.17083,1645,"Europe",3,7,6,6,6,6,6
24354,"North Flat Lake",53.61148,-106.495,522,"North America",4,3,3,3,3,6,4
24356,"Lake Orestiás",40.55194,21.32222,630,"Europe",8,7,6,6,6,6,6
24358,"Litochoro",40.13889,22.54611,25,"Europe",3,7,6,6,6,6,6
24360,"Pertouli",39.52417,21.4775,1440,"Europe",3,7,6,2,7,6,6
24363,"Marais de Fos",43.43667,4.936667,0,"Europe",3,3,6,6,6,6,6
24373,"Lake Xinias",39.0585,22.24997,500,"Europe",3,7,6,2,7,6,6
24376,"Lake Lerna",37.57781,22.72815,0,"Europe",3,7,6,2,7,6,6
24386,"Asi Gonia",35.24888,24.27821,780,"Europe",3,7,7,2,7,6,6
24388,"Asi Gonia",35.24888,24.27821,780,"Europe",3,7,7,2,7,6,6
24390,"Lake Voulkaria",38.86667,20.83333,0,"Europe",3,7,6,2,7,6,6
24414,"Brameloup",44.74444,3.081111,1196,"Europe",3,3,3,6,6,3,6
24441,"Les Laubies",44.46667,3.65,1380,"Europe",3,3,6,6,6,6,6
24454,"Font Salesse",43.60167,2.978889,1060,"Europe",3,3,6,6,6,6,6
24456,"Baïssescure",43.55,2.8,1000,"Europe",3,3,6,6,6,6,6
24461,"Tourbière des Narses Mortes",44.43333,3.6,1400,"Europe",3,3,6,6,6,6,6
24465,"Le Jolan",45.13944,2.859167,1120,"Europe",3,3,3,3,3,3,6
24488,"Lac de Brennilis",48.35361,-3.88722,222,"Europe",3,3,3,3,7,6,6
24507,"Challerie",47.85861,1.699722,100,"Europe",3,3,3,3,3,3,3
24509,"Les Tannières",46.50556,1.362222,190,"Europe",3,3,3,3,3,3,3
24513,"Tourbière de Landemarais",48.44167,-1.18167,145,"Europe",3,3,3,3,7,6,7
24516,"Saint-Michel-en-Brenne",46.80944,1.163889,83,"Europe",3,3,3,3,3,3,3
24518,"Grand Mez",46.74611,1.4425,123,"Europe",3,3,3,3,3,3,3
24520,"Cherine",46.79222,1.1775,95,"Europe",3,3,3,3,3,3,3
24522,"Blizon",46.74056,1.228889,92,"Europe",3,3,3,3,3,3,3
24524,"Malingue",48.43889,-0.575,107,"Europe",3,3,3,3,7,6,7
24526,"Lavaré",48.43333,-0.91667,205,"Europe",3,3,3,3,7,6,7
24528,"La Verderie",48.35,-0.42778,265,"Europe",3,3,3,3,7,6,7
24530,"La Verderie",48.35,-0.42778,265,"Europe",3,3,3,3,7,6,7
24532,"La Verderie",48.35,-0.42778,265,"Europe",3,3,3,3,7,6,7
24547,"Pezou",47.87083,1.150833,87,"Europe",3,3,3,3,3,3,3
